category_list,market,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H
|Biotechnology|, Biotechnology ,6381500.0,closed,USA,CT,Hartford,New Haven,4,2008-01-01,2008-01,2008-Q1,2008.0,2009-07-20,2014-05-27,0,6281500,0,0,0,100000,0,0,0,0,0,0,0,1400000,0,0,0,0,0,0,0
|Mobile|Health Care|Health and Wellness|Software|, Mobile ,35000000.0,acquired,USA,CA,SF Bay Area,San Mateo,2,1998-01-01,1998-01,1998-Q1,1998.0,2000-08-17,2002-08-19,0,35000000,0,0,0,0,0,0,0,0,0,0,0,0,35000000,0,0,0,0,0,0
|Web Development|Mobile|Software|, Web Development ,258215.0,closed,,,,,1,2006-02-02,2006-02,2006-Q1,2006.0,2006-01-01,2006-01-01,0,258215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Finance|, Finance ,,acquired,USA,WA,Seattle,Gig Harbor,1,,,,,2008-03-07,2008-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Clean Technology|, Clean Technology ,20000000.0,acquired,USA,CA,Anaheim,Costa Mesa,1,,,,,2007-12-13,2007-12-13,0,20000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Clean Technology|, Clean Technology ,4800000.0,acquired,USA,NJ,NJ - Other,Robbinsville,1,,,,,2008-12-18,2008-12-18,0,4800000,0,0,0,0,0,0,0,0,0,0,0,4800000,0,0,0,0,0,0,0
|Web Development|Big Data|Analytics|Simulation|News|Health and Wellness|, News ,120000.0,closed,USA,NY,New York City,Brooklyn,1,2013-01-05,2013-05,2013-Q2,2013.0,2013-09-01,2013-09-01,0,0,0,0,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Television|Video|Entertainment|Media|Curated Web|, Media ,6875000.0,acquired,USA,CA,Los Angeles,North Hollywood,2,2008-01-04,2008-04,2008-Q2,2008.0,2008-04-16,2011-05-23,0,6875000,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0
|Mobile|Software|VoIP|Messaging|, Mobile ,12500000.0,closed,CAN,BC,Vancouver,Vancouver,2,2006-01-02,2006-02,2006-Q1,2006.0,2006-01-01,2007-04-25,0,12500000,0,0,0,0,0,0,0,0,0,0,0,3500000,9000000,0,0,0,0,0,0
|Enterprise Software|, Enterprise Software ,47000000.0,acquired,USA,NH,"Manchester, New Hampshire",Nashua,3,1984-01-01,1984-01,1984-Q1,1984.0,2001-01-01,2004-07-06,0,47000000,0,0,0,0,0,0,0,0,0,0,0,12000000,15000000,20000000,0,0,0,0,0
|E-Commerce|, E-Commerce ,161080.0,closed,,,,,1,,,,,2011-03-14,2011-03-14,161080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Finance|, Finance ,16000000.0,closed,IND,,Chennai,Chennai,1,2007-01-01,2007-01,2007-Q1,2007.0,2013-12-20,2013-12-20,0,16000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Biotechnology|, Biotechnology ,12000000.0,acquired,USA,WI,Madison,Madison,1,1994-01-01,1994-01,1994-Q1,1994.0,2006-01-09,2006-01-09,0,12000000,0,0,0,0,0,0,0,0,0,0,0,12000000,0,0,0,0,0,0,0
|Online Rental|Marketplaces|, Online Rental ,,acquired,DEU,,Berlin,Berlin,1,2003-01-01,2003-01,2003-Q1,2003.0,2007-01-01,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Biotechnology|, Biotechnology ,,closed,SWE,,Stockholm,Uppsala,1,,,,,2010-01-26,2010-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Social Media|, Social Media ,,acquired,USA,CA,SF Bay Area,Palo Alto,1,2011-01-01,2011-01,2011-Q1,2011.0,2011-08-02,2011-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Sales and Marketing|Online Shopping|E-Commerce|, Sales and Marketing ,15000.0,closed,,,,,2,2011-05-03,2011-03,2011-Q1,2011.0,2011-03-05,2011-07-15,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Clean Technology|, Clean Technology ,2000000.0,closed,USA,CO,Denver,Longmont,1,2002-01-01,2002-01,2002-Q1,2002.0,2008-06-02,2008-06-02,0,2000000,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0
|Software|, Software ,2551000.0,closed,USA,KS,Kansas City,Lenexa,2,,,,,2011-03-04,2011-03-04,0,2551000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Biotechnology|, Biotechnology ,63000000.0,acquired,GBR,,Cheshire,,2,1998-01-01,1998-01,1998-Q1,1998.0,2006-08-02,2008-08-07,0,63000000,0,0,0,0,0,0,0,0,0,0,0,0,63000000,0,0,0,0,0,0
|Software|, Software ,3600000.0,acquired,USA,WA,Seattle,Seattle,2,2000-01-01,2000-01,2000-Q1,2000.0,2006-10-04,2009-06-24,0,3600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Hospitality|, Hospitality ,209000.0,closed,GBR,,GBR - Other,Chewton Mendip,1,,,,,2007-11-02,2007-11-02,0,209000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Curated Web|, Curated Web ,13000000.0,closed,,,,,1,,,,,2010-11-17,2010-11-17,0,13000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Media|Social Media|File Sharing|Storage|Web Hosting|, Media ,5000000.0,acquired,ISR,,Tel Aviv,Herzliya,3,,,,,2005-12-01,2007-07-01,1000000,4000000,0,0,0,0,0,0,0,0,0,0,0,2000000,2000000,0,0,0,0,0,0
|Software|, Software ,,acquired,USA,CO,Denver,Broomfield,1,,,,,2010-09-29,2010-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,acquired,USA,PA,PA - Other,,1,,,,,2007-05-17,2007-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Enterprise Software|, Enterprise Software ,2180175.0,acquired,GBR,,Glasgow,Glasgow,1,1999-01-01,1999-01,1999-Q1,1999.0,2001-11-11,2001-11-11,2180175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Health Care|, Health Care ,39122000.0,acquired,USA,CA,SF Bay Area,San Ramon,4,1996-01-01,1996-01,1996-Q1,1996.0,2008-12-17,2012-07-01,0,39122000,0,0,0,0,0,0,0,0,0,0,0,0,19300000,0,8500000,0,0,0,0
|Curated Web|, Curated Web ,740000.0,acquired,USA,CA,SF Bay Area,Palo Alto,1,,,,,2010-05-14,2010-05-14,740000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Nonprofits|, Nonprofits ,6500000.0,acquired,,,,,1,,,,,2000-01-01,2000-01-01,0,6500000,0,0,0,0,0,0,0,0,0,0,0,6500000,0,0,0,0,0,0,0
|Clean Technology|, Clean Technology ,8000000.0,closed,USA,AZ,Phoenix,Phoenix,1,,,,,2009-08-31,2009-08-31,0,0,0,0,0,0,0,8000000,0,0,0,0,0,0,0,0,0,0,0,0,0
|Software|, Software ,90000.0,closed,USA,FL,Miami,Miami,1,2010-01-01,2010-01,2010-Q1,2010.0,2012-04-30,2012-04-30,0,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Web Development|Services|CRM|Enterprise Software|, Web Development ,4662500.0,closed,USA,CA,SF Bay Area,San Mateo,4,1999-01-05,1999-05,1999-Q2,1999.0,2008-12-11,2012-05-29,837500,3825000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Infrastructure|Cloud Management|Cloud Computing|Open Source|Enterprise Software|, Enterprise Software ,55500000.0,acquired,USA,CA,Santa Barbara,Goleta,3,2009-01-01,2009-01,2009-Q1,2009.0,2009-04-29,2012-04-18,0,55500000,0,0,0,0,0,0,0,0,0,0,0,5500000,20000000,30000000,0,0,0,0,0
|Biotechnology|, Biotechnology ,8610000.0,closed,AUT,,Vienna,Vienna,2,,,,,2007-11-20,2010-03-17,0,8610000,0,0,0,0,0,0,0,0,0,0,0,0,2700000,0,0,0,0,0,0
|Social Media|, Social Media ,6850000.0,closed,USA,CA,SF Bay Area,San Francisco,2,2004-01-01,2004-01,2004-Q1,2004.0,2004-12-01,2007-03-13,0,6850000,0,0,0,0,0,0,0,0,0,0,0,1350000,5500000,0,0,0,0,0,0
|Biotechnology|, Biotechnology ,54200000.0,acquired,GBR,,London,Oxford,4,2006-01-01,2006-01,2006-Q1,2006.0,2005-07-19,2007-06-28,0,54200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Health Care|, Health Care ,60000000.0,acquired,USA,CA,SF Bay Area,Menlo Park,1,1999-01-01,1999-01,1999-Q1,1999.0,2007-11-27,2007-11-27,0,60000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000000,0,0,0,0
|Data Security|Homeland Security|Storage|Software|, Data Security ,6000000.0,acquired,USA,CA,SF Bay Area,San Francisco,1,1997-01-01,1997-01,1997-Q1,1997.0,2003-03-04,2003-03-04,0,6000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|CRM|Networking|Software|, Networking ,,closed,USA,VA,"Washington, D.C.",Herndon,1,2007-01-08,2007-08,2007-Q3,2007.0,2007-08-01,2007-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Events|Local|Search|Social Media|Curated Web|, Local ,19600000.0,acquired,USA,CA,San Diego,San Diego,3,2004-01-01,2004-01,2004-Q1,2004.0,2005-03-01,2008-10-15,0,19600000,0,0,0,0,0,0,0,0,0,0,0,2100000,7500000,10000000,0,0,0,0,0
|Software|, Software ,,closed,,,,,1,2009-01-01,2009-01,2009-Q1,2009.0,2009-01-01,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Ticketing|Events|Software|, Software ,1500000.0,acquired,ARG,,"Mendoza, ARG",Mendoza,2,2008-01-01,2008-01,2008-Q1,2008.0,2011-09-19,2013-06-25,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Internet Marketing|Software|, Internet Marketing ,15230.0,acquired,GBR,,Middlesbrough,Middlesbrough,1,2013-01-06,2013-06,2013-Q2,2013.0,2013-06-03,2013-06-03,15230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Events|Finance|Curated Web|, Curated Web ,455000.0,closed,USA,CO,Denver,Boulder,2,2007-01-05,2007-05,2007-Q2,2007.0,2007-08-01,2007-09-01,15000,440000,0,0,0,0,0,0,0,0,0,0,0,440000,0,0,0,0,0,0,0
|Messaging|Social Network Media|Social Media|, Messaging ,200000.0,closed,JPN,,Tokyo,Tokyo,1,,2010-09,2010-Q3,2010.0,2012-01-31,2012-01-31,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Software|, Software ,20000000.0,acquired,USA,CA,SF Bay Area,Fremont,1,1998-01-01,1998-01,1998-Q1,1998.0,2005-09-20,2005-09-20,0,20000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000,0,0
|Software|, Software ,8000000.0,acquired,USA,VA,"Washington, D.C.",Dulles,1,1994-01-01,1994-01,1994-Q1,1994.0,2006-02-07,2006-02-07,0,8000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000000,0,0,0,0
|File Sharing|Mobile|, File Sharing ,50000.0,closed,SGP,,Singapore,Singapore,1,2012-01-10,2012-10,2012-Q4,2012.0,2010-06-01,2010-06-01,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Finance|Travel|, Travel ,750000.0,acquired,USA,CO,Denver,Boulder,3,,2008-08,2008-Q3,2008.0,2009-08-06,2011-10-02,350000,400000,0,0,0,0,0,0,0,0,0,0,0,0,400000,0,0,0,0,0,0
|Photography|, Photography ,,closed,DNK,,Copenhagen,Copenhagen,1,2011-01-03,2011-03,2011-Q1,2011.0,2012-02-24,2012-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Curated Web|, Curated Web ,,closed,USA,CA,CA - Other,Lucerne Valley,1,,,,,2012-03-01,2012-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|E-Commerce|, E-Commerce ,9000.0,closed,,,,,1,2011-01-07,2011-07,2011-Q3,2011.0,2010-03-01,2010-03-01,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Search|Mobile|, Mobile ,5190128.0,acquired,GBR,,London,Cambridge,2,2005-01-08,2005-08,2005-Q3,2005.0,2007-09-01,2008-07-29,1212921,3977207,0,0,0,0,0,0,0,0,0,0,0,3977207,0,0,0,0,0,0,0
|Databases|Software|, Software ,,closed,USA,NJ,Newark,Newark,1,,,,,2008-09-01,2008-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,350000.0,closed,ISR,,Tel Aviv,Jerusalem,1,2010-01-01,2010-01,2010-Q1,2010.0,2011-06-01,2011-06-01,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Music|, Music ,2300000.0,acquired,USA,CA,SF Bay Area,Redwood City,1,,,,,2013-02-07,2013-02-07,2300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Enterprise Software|Customer Service|Business Intelligence|Analytics|, Customer Service ,3352194.0,closed,USA,NC,Raleigh,Durham,3,2009-01-01,2009-01,2009-Q1,2009.0,2010-10-15,2012-04-20,0,2852194,0,0,0,0,500000,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0
|Software|, Software ,13880000.0,acquired,USA,CA,Los Angeles,Pasadena,1,2001-01-01,2001-01,2001-Q1,2001.0,2008-11-10,2008-11-10,0,13880000,0,0,0,0,0,0,0,0,0,0,0,0,13880000,0,0,0,0,0,0
|Career Management|Enterprise Software|Analytics|, Career Management ,42497374.0,acquired,USA,CA,SF Bay Area,San Francisco,4,2007-01-01,2007-01,2007-Q1,2007.0,2008-01-29,2013-03-12,0,42497374,0,0,0,0,0,0,0,0,0,0,0,3450000,0,15800000,15000000,0,0,0,0
|Virtual Worlds|Entertainment|Games|, Games ,800000.0,acquired,USA,CA,Anaheim,Aliso Viejo,1,2004-01-08,2004-08,2004-Q3,2004.0,2008-08-01,2008-08-01,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Storage|Software|, Software ,8000000.0,acquired,USA,CA,SF Bay Area,Campbell,2,2007-01-01,2007-01,2007-Q1,2007.0,2008-11-01,2010-03-19,0,8000000,0,0,0,0,0,0,0,0,0,0,0,8000000,0,0,0,0,0,0,0
|Politics|Curated Web|, Politics ,599997.0,closed,USA,FL,Ft. Lauderdale,Hollywood,2,2009-01-08,2009-08,2009-Q3,2009.0,2009-09-01,2011-12-30,99997,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Personalization|Reviews and Recommendations|Software|, Reviews and Recommendations ,13460000.0,closed,GBR,,Bath,Bath,2,2005-01-01,2005-01,2005-Q1,2005.0,2007-08-20,2008-05-01,0,13460000,0,0,0,0,0,0,0,0,0,0,0,0,4960000,0,0,0,0,0,0
|Marketing Automation|Email Marketing|Software|, Marketing Automation ,188210000.0,acquired,USA,IN,Indianapolis,Indianapolis,5,2000-01-12,2000-12,2000-Q4,2000.0,2004-07-21,2011-04-25,0,18210000,0,0,0,0,0,0,170000000,0,0,0,0,0,0,0,0,0,0,0,0
|Databases|Search|, Search ,15600000.0,acquired,FRA,,Paris,Paris,1,2000-01-01,2000-01,2000-Q1,2000.0,2007-01-20,2007-01-20,0,15600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Storage|, Storage ,18000000.0,acquired,ISR,,Tel Aviv,Ra'anana,1,2000-01-01,2000-01,2000-Q1,2000.0,2007-06-25,2007-06-25,0,18000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000000,0,0,0
|Security|, Security ,7660000.0,acquired,USA,CA,SF Bay Area,Mountain View,1,2004-01-01,2004-01,2004-Q1,2004.0,2006-07-10,2006-07-10,0,7660000,0,0,0,0,0,0,0,0,0,0,0,7660000,0,0,0,0,0,0,0
|Software|, Software ,2200000.0,acquired,USA,OK,Tulsa,Tulsa,1,2000-01-01,2000-01,2000-Q1,2000.0,2006-11-20,2006-11-20,0,2200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Hospitality|Biotechnology|, Hospitality ,1000000.0,acquired,CHN,,Beijing,Beijing,1,2000-01-01,2000-01,2000-Q1,2000.0,2007-12-01,2007-12-01,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Education|, Education ,,closed,GBR,,London,London,1,2003-01-01,2003-01,2003-Q1,2003.0,2003-10-22,2003-10-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Startups|Commodities|Enterprise Software|, Commodities ,75000.0,closed,USA,IL,Chicago,Chicago,1,,,,,2011-06-01,2011-06-01,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Fashion|, Fashion ,18800000.0,acquired,USA,NY,New York City,New York,2,2010-01-01,2010-01,2010-Q1,2010.0,2010-11-03,2011-05-29,0,18800000,0,0,0,0,0,0,0,0,0,0,0,2800000,16000000,0,0,0,0,0,0
|Curated Web|, Curated Web ,3300000.0,acquired,USA,CA,SF Bay Area,San Francisco,1,,,,,2012-05-25,2012-05-25,3300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|News|, News ,,closed,GBR,,London,London,1,,,,,2010-09-01,2010-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Venture Capital|Finance|, Venture Capital ,1000.0,closed,USA,NY,New York City,New York,1,2007-07-07,2007-07,2007-Q3,2007.0,2008-06-01,2008-06-01,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Analytics|, Analytics ,12000000.0,acquired,USA,CA,SF Bay Area,Santa Clara,1,2002-01-01,2002-01,2002-Q1,2002.0,2006-09-05,2006-09-05,0,12000000,0,0,0,0,0,0,0,0,0,0,0,0,12000000,0,0,0,0,0,0
,,,acquired,,,,,1,,,,,2004-04-01,2004-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Software|, Software ,14000000.0,acquired,IND,,Bangalore,Bangalore,1,1997-01-01,1997-01,1997-Q1,1997.0,2007-01-16,2007-01-16,0,14000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Software|, Software ,24200000.0,closed,USA,MA,Boston,Andover,4,1999-01-01,1999-01,1999-Q1,1999.0,2007-02-04,2011-05-12,0,21800000,0,0,0,2400000,0,0,0,0,0,0,0,6000000,0,8800000,0,0,0,0,0
|Biotechnology|, Biotechnology ,1125000.0,acquired,USA,MN,Minneapolis,Saint Paul,2,2007-01-01,2007-01,2007-Q1,2007.0,2008-06-25,2010-04-05,0,925000,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Hardware + Software|, Hardware + Software ,17500000.0,acquired,USA,NJ,Newark,Roseland,2,,,,,2005-08-12,2008-08-26,0,17500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000000,0,0,0
|Software|, Software ,450000.0,acquired,ISR,,Tel Aviv,Ramat Gan,1,2003-01-01,2003-01,2003-Q1,2003.0,2005-05-08,2005-05-08,0,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Reviews and Recommendations|Local Search|Location Based Services|Search|, Location Based Services ,50000.0,closed,USA,DE,Dover,Lewes,1,2010-10-06,2010-06,2010-Q2,2010.0,2010-06-25,2010-06-25,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Big Data Analytics|Data Integration|Software|, Data Integration ,29050000.0,acquired,USA,MA,Boston,Burlington,4,2007-01-01,2007-01,2007-Q1,2007.0,2007-07-01,2011-12-19,0,23050000,0,0,0,6000000,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,0
|Finance|, Finance ,15000000.0,acquired,USA,UT,Salt Lake City,Salt Lake City,1,,,,,2007-08-09,2007-08-09,0,15000000,0,0,0,0,0,0,0,0,0,0,0,0,15000000,0,0,0,0,0,0
|Video|Software|, Video ,33200000.0,acquired,USA,MA,Boston,Newton,3,1991-01-01,1991-01,1991-Q1,1991.0,2006-03-16,2008-12-01,0,33200000,0,0,0,0,0,0,0,0,0,0,0,0,12000000,10000000,0,0,0,0,0
|Enterprises|Health Care|, Health Care ,16000000.0,acquired,USA,IL,Chicago,Chicago,3,1995-01-01,1995-01,1995-Q1,1995.0,2000-01-31,2001-03-31,0,0,0,16000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Software|, Software ,167500.0,closed,USA,CA,SF Bay Area,San Francisco,1,2009-01-06,2009-06,2009-Q2,2009.0,2010-04-07,2010-04-07,0,0,0,0,0,167500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Peer-to-Peer|Location Based Services|Local|Ticketing|iPhone|Android|Mobile|E-Commerce|, Peer-to-Peer ,50000.0,closed,,,,,1,2010-01-09,2010-09,2010-Q3,2010.0,2010-09-01,2010-09-01,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Software|, Software ,7380000.0,acquired,USA,CA,SF Bay Area,Santa Clara,1,2003-01-01,2003-01,2003-Q1,2003.0,2007-04-05,2007-04-05,0,7380000,0,0,0,0,0,0,0,0,0,0,0,0,7380000,0,0,0,0,0,0
|Networking|Design|Media|Software|Services|Internet|Enterprise Software|, Enterprise Software ,1455000.0,closed,USA,FL,Tampa,St. Petersburg,8,,2007-11,2007-Q4,2007.0,2008-05-09,2009-11-01,300000,200000,0,0,0,400000,555000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Mobile|Brand Marketing|Technology|Sales and Marketing|Test and Measurement|Analytics|Video|Advertising|, Brand Marketing ,180000.0,acquired,USA,CA,SF Bay Area,Emeryville,1,2011-01-10,2011-10,2011-Q4,2011.0,2011-10-14,2011-10-14,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Email|E-Commerce|Curated Web|, E-Commerce ,150000.0,closed,GBR,,Leeds,Leeds,1,2011-01-07,2011-07,2011-Q3,2011.0,2011-07-01,2011-07-01,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Mobile Shopping|Price Comparison|Consumers|Mobile|Retail|Shopping|Curated Web|, Curated Web ,2000000.0,closed,USA,CA,SF Bay Area,Los Gatos,1,2011-01-01,2011-01,2011-Q1,2011.0,2011-10-10,2011-10-10,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Cloud Computing|WebOS|Enterprise Software|, WebOS ,1445300.0,acquired,ESP,,Barcelona,Barcelona,1,2005-01-08,2005-08,2005-Q3,2005.0,2011-06-30,2011-06-30,0,1445300,0,0,0,0,0,0,0,0,0,0,0,1445300,0,0,0,0,0,0,0
|Software|, Software ,3700000.0,acquired,USA,CA,Los Angeles,Torrance,1,2005-01-01,2005-01,2005-Q1,2005.0,2006-10-01,2006-10-01,0,3700000,0,0,0,0,0,0,0,0,0,0,0,3700000,0,0,0,0,0,0,0
,,,acquired,ISR,,Tel Aviv,Tel Aviv,1,2005-01-01,2005-01,2005-Q1,2005.0,2006-02-22,2006-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Hardware + Software|, Hardware + Software ,4720000.0,closed,BEL,,Brussels,Bel,1,,,,,2009-05-08,2009-05-08,0,4720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Biotechnology|, Biotechnology ,,closed,FRA,,Paris,Paris,1,,,,,2013-04-11,2013-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Enterprise Software|, Enterprise Software ,450000.0,closed,ISR,,Netanya,Netanya,1,,,,,2006-07-30,2006-07-30,0,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Health and Wellness|Pharmaceuticals|Biotechnology|, Pharmaceuticals ,57271500.0,acquired,AUT,,Vienna,Vienna,6,2006-01-01,2006-01,2006-Q1,2006.0,2007-01-08,2013-10-23,1950900,55320600,0,0,0,0,0,0,0,0,0,0,0,33581100,0,0,0,0,0,0,0
|E-Commerce|, E-Commerce ,2600000.0,acquired,USA,CA,SF Bay Area,San Francisco,1,2012-01-01,2012-01,2012-Q1,2012.0,2012-08-02,2012-08-02,0,2600000,0,0,0,0,0,0,0,0,0,0,0,2600000,0,0,0,0,0,0,0
|Social Search|Networking|Curated Web|, Social Search ,,closed,USA,WA,Seattle,Bellevue,1,2009-01-08,2009-08,2009-Q3,2009.0,2009-01-01,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Flash Storage|File Sharing|Storage|Hardware + Software|, Flash Storage ,51300000.0,acquired,USA,CA,SF Bay Area,San Mateo,4,2005-01-08,2005-08,2005-Q3,2005.0,2005-09-01,2007-05-01,0,51300000,0,0,0,0,0,0,0,0,0,0,0,4100000,8000000,14300000,24900000,0,0,0,0
|Photography|, Photography ,5300000.0,acquired,ISR,,Tel Aviv,Tel Aviv,3,2005-01-04,2005-04,2005-Q2,2005.0,2009-02-27,2011-10-04,0,5300000,0,0,0,0,0,0,0,0,0,0,0,1000000,4300000,0,0,0,0,0,0
|SaaS|Lead Generation|Photography|, Photography ,,closed,,,,,1,,2011-05,2011-Q2,2011.0,2011-05-05,2011-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Curated Web|, Curated Web ,1200000.0,closed,USA,CA,SF Bay Area,Menlo Park,1,2009-01-04,2009-04,2009-Q2,2009.0,2009-09-10,2009-09-10,0,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Software|, Software ,2960000.0,acquired,USA,CA,SF Bay Area,San Francisco,1,,,,,2007-08-30,2007-08-30,0,2960000,0,0,0,0,0,0,0,0,0,0,0,2960000,0,0,0,0,0,0,0
|Bicycles|iPhone|Video on Demand|Video|Internet|Sports|, Video ,6821772.0,acquired,GBR,,London,London,1,2006-01-12,2006-12,2006-Q4,2006.0,2006-12-01,2006-12-01,0,0,0,0,0,6821772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Ediscovery|E-Commerce|Social Media|Curated Web|, Curated Web ,,closed,USA,CA,Los Angeles,Los Angeles,1,,,,,2012-06-29,2012-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
